recipe_code,list_korean
380,청주
380,참기름
380,양배추
380,양파
380,숙주나물
380,표고버섯
380,피망
380,팽이버섯
380,마늘
380,햄
380,죽순
380,대파
380,식용유
380,토마토케첩
380,설탕
380,굴소스
379,돼지고기
379,마늘
379,우유
379,빵가루
379,계란
379,정종
379,샐러리
379,돈까스소스
379,우스터소스
379,토마토케첩
379,버터
379,꿀
379,미림
379,사과
379,양파
379,바나나
379,타바스코
379,겨자
379,밥
379,밀가루
378,오징어
378,바질
378,홍합
378,모시조개
378,동태살
378,꼴뚜기
378,마늘
378,양파
378,당근
378,샐러리
378,스파게티
378,토마토
378,토마토페이스트
378,육수
378,월계수잎
378,소금
378,후춧가루
378,올리브오일
378,파마산치즈
378,새우
377,장어
377,계란
377,소금
377,식용유
377,미림
377,다시마
377,설탕
376,장어
376,초생강
376,산초가루
376,밥
376,장어뼈
376,진간장
376,정종
376,설탕
376,미림
376,장어대리
375,감자
375,참기름
375,부추
375,밀가루
375,물
375,소금
375,식용유
375,깻잎
375,쇠고기
375,두부
375,표고버섯
375,계란
375,간장
375,설탕
375,다진파
375,다진마늘
375,양파
374,해초
374,미역
374,오징어
374,새우
374,간장
374,식용유
374,흰후춧가루
374,양파
374,당근
374,사과
374,마늘
374,레몬
374,식초
373,꽃게
373,청고추
373,맛살조개
373,오징어
373,애호박
373,무
373,팽이버섯
373,홍고추
373,대파
373,고추장
373,고춧가루
373,마늘
373,국간장
373,생강
373,소금
373,후춧가루
373,바지락
372,쇠고기
372,느타리버섯
372,표고버섯
372,팽이버섯
372,계란
372,다시마국물
372,간장
372,설탕
372,미림
372,실파
371,김
371,와사비
371,대파
371,설탕
371,조미술
371,가쓰오브시국물
371,메밀국수
371,진간장
370,쇠고기
370,배추
370,당근
370,무
370,팽이버섯
370,표고버섯
370,쑥갓
370,다시마
370,국물용멸치
370,대파
370,가래떡
370,죽순
370,두부
369,쇠고기스톡
369,토마토페이스트
369,버터
369,당근
369,파슬리가루
369,샐러리
369,피망
369,무
369,양파
368,게살
368,새우
368,두부
368,흰살생선
368,오징어
368,미원
368,육수
368,계란흰자
368,소금
368,정종
368,참기름
368,전분
367,새우
367,참기름
367,계란
367,식용유
367,양파
367,마늘
367,청고추
367,홍고추
367,대파
367,생강
367,간장
367,식초
367,육수
367,후춧가루
367,녹말
366,연어알
366,밥
366,와사비
366,소금
366,식초
366,설탕
366,김
365,미나리
365,팽이버섯
365,계란
365,가쓰오브시국물
365,미림
365,설탕
365,밥
365,쇠고기
365,양파
365,간장
364,콩나물
364,미나리
364,고춧가루
364,다진마늘
364,참기름
364,깨소금
364,다진파
364,소금
363,냉동만두
363,양상추
363,오이
363,양파
363,마요네즈
363,토마토
363,머스터드
363,꿀
363,식초
363,올리브
362,찹쌀가루
362,소금
362,대추
362,물
362,식용유
362,설탕
362,쑥갓
361,무
361,미나리
361,배
361,식초
361,생강
361,소금
361,설탕
361,당근
360,찹쌀
360,팥
360,수수
360,쌀
360,쇠고기
360,김
360,콩
360,간장
360,참기름
360,후춧가루
360,깨소금
360,조
360,미나리
359,게살
359,오이
359,아보카도
359,계란
359,박고지
359,날치알
359,초생강
359,통깨
359,밥
359,식초
359,설탕
359,소금
359,단무지
359,김
358,소금
358,김
358,계란노른자
358,설탕
358,파슬리
358,밥
358,식초
358,오보로
357,페투치네
357,베이컨
357,양파
357,생크림
357,계란노른자
357,오레가노
357,올리브오일
357,소금
357,흰후추
357,바질
357,마늘
356,돼지고기
356,양파
356,당근
356,깻잎
356,대파
356,설탕
356,소금
356,식초
356,통후추
356,양겨자
355,쌀
355,시금치
355,일본된장
355,가쓰오브시
355,쇠고기
355,참기름
355,다시마
354,고구마
354,생크림
354,파슬리가루
354,소금
354,치즈가루
354,모짜렐라치즈
353,두부
353,양배추
353,양파
353,대파
353,홍고추
353,깨소금
353,다진파
353,다진마늘
353,고춧가루
353,간장
353,참기름
353,풋고추
352,고등어
352,무
352,대파
352,다시마국물
352,된장
352,술
352,간장
352,미림
352,설탕
351,식용유
351,참기름
351,깨소금
351,소금
351,무
350,라이스페이퍼
350,소금
350,오징어
350,오이
350,양파
350,표고버섯
350,키위
350,파인애플
350,간장
350,물
350,청고추
350,설탕
350,깨소금
350,다진홍고추
350,당근
350,식초
350,쌀국수
349,스파게티
349,소금
349,오징어
349,새우
349,양파
349,샐러리
349,양송이
349,다진마늘
349,홀토마토
349,버터
349,밀가루
349,오레가노
349,올리브오일
349,파마산치즈
349,토마토
349,후춧가루
349,홍합
348,단호박
348,계란
348,식용유
348,튀김가루
348,밀가루
347,파래
347,당근
347,간장
347,설탕
347,식초
347,참기름
347,깨소금
346,쇠고기
346,당근
346,감자
346,오이
346,밀가루
346,레드와인
346,육수
346,우스터소스
346,토마토페스트
346,소금
346,후춧가루
346,버터
345,소금
345,참기름
345,칼국수
345,다시마
345,새우
345,간장
345,호박
345,감자
345,대파
345,청고추
345,바지락
344,무
344,고춧가루
344,식초
344,설탕
344,깨소금
344,참기름
344,다진파
344,다진마늘
344,소금
343,오징어
343,소금
343,다진파
343,다진마늘
343,다진생강
343,고춧가루
342,꽁치
342,소금
342,간장
342,레몬
342,와사비
341,호박
341,양파
341,두부
341,소금
341,홍고추
341,된장
341,국멸치
341,대파
340,상추
340,들깻잎
340,쑥갓
340,케일
340,깨소금
340,설탕
340,식초
340,조림간장
340,참기름
340,고춧가루
339,찹쌀
339,콩
339,소금
338,밥
338,보리
338,콩나물
338,소금
338,당근
338,다진쇠고기
338,오이
337,당근
337,옥수수통조림
337,다진파
337,소금
337,청정원맛선생
337,설탕
337,계란
337,시금치
337,물
337,후춧가루
336,닭살
336,닭육수
336,죽순
336,당근
336,실파
336,녹말
336,표고버섯
336,소금
336,후춧가루
336,참기름
336,계란
335,바게트
335,파슬리가루
335,마늘
335,버터
334,감자
334,양파
334,대파
334,버터
334,후춧가루
334,계란노른자
334,생크림
334,소금
334,육수
333,닭다리
333,대파
333,생강
333,맛술
333,물
333,후춧가루
333,중국부추
333,당근
333,간장
333,소금
333,소면
332,김
332,오징어
332,무
332,고춧가루
332,설탕
332,밥
332,까나리액젓
332,참기름
332,깨소금
332,다진파
332,다진마늘
332,식초
331,고추
331,찹쌀가루
331,설탕
331,소금
331,식용유
330,쇠고기
330,찹쌀가루
330,간장
330,후춧가루
330,설탕
330,기름
330,겨자
330,식초
330,참기름
329,미림
329,대구
329,무
329,콩나물
329,홍고추
329,후춧가루
329,미나리
329,팽이버섯
329,고춧가루
329,고추장
329,소금
329,청고추
328,완두콩
328,옥수수
328,당근
328,감자
328,껍질콩
328,참기름
328,간장
328,굴소스
328,식용유
328,소금
328,후춧가루
328,다진마늘
327,밥
327,오징어
327,양파
327,피망
327,실파
327,식용유
327,후춧가루
327,고추장
327,두반장
327,설탕
327,깨소금
327,소금
327,물
326,미역
326,홍합
326,소금
326,후춧가루
326,간장
326,물
326,참기름
325,찹쌀
325,양송이버섯
325,호박
325,실파
325,당근
325,소금
325,양파
325,참기름
325,물
325,깨소금
325,깻잎
324,청피망
324,파
324,다진마늘
324,고춧가루
324,간장
324,홍피망
324,애호박
324,식용유
324,참기름
324,깨소금
324,참기름
324,새우젓국
323,도라지
323,오이
323,오징어
323,고추장
323,고춧가루
323,소금
323,식초
323,물엿
323,참기름
323,깨소금
323,간장
322,칼국수
322,바지락
322,양파
322,애호박
322,후춧가루
322,맛술
322,청장
322,소금
322,다진마늘
321,오징어채
321,고추장
321,설탕
321,참기름
321,식용유
321,물엿
321,술
320,김치
320,밥
320,감자
320,양파
320,계란
320,식용유
320,소금
320,후춧가루
320,햄
319,닭봉
319,도라지
319,대파
319,마늘
319,생강
319,고춧가루
319,후춧가루
319,다진마늘
319,생강즙
319,간장
319,참기름
319,소금
319,고사리
319,닭육수
318,파스타
318,표고버섯
318,느타리버섯
318,양송이버섯
318,올리브오일
318,파
318,화이트와인
318,간장
318,다진마늘
317,설탕
317,소금
317,후춧가루
317,쌀국수
317,돼지고기
317,간장
317,청고추
317,대파
317,마늘
317,생강
317,굴소스
317,숙주나물
316,돼지고기
316,부추
316,대파
316,생강
316,밀가루
316,소금
316,참기름
316,후춧가루
316,간장
315,쇠고기
315,새송이버섯
315,진간장
315,설탕
315,다진파
315,소금
315,깨소금
315,후춧가루
315,참기름
315,잣가루
315,다진마늘
314,닭안심
314,표고버섯
314,느타리버섯
314,팽이버섯
314,당근
314,청고추
314,계란노른자
314,간장
314,설탕
314,청주
314,소금
314,후춧가루
314,계란
313,쇠고기
313,무순
313,양배추
313,당근
313,맛술
313,물
313,설탕
313,고추냉이
313,간장
313,식초
313,간장
312,밀가루
312,찹쌀가루
312,계란
312,식용유
312,부추
312,청고추
312,오징어
312,물
311,다진마늘
311,쌀뜨물
311,홍고추
311,청국장
311,팽이버섯
311,청고추
311,양송이버섯
311,느타리버섯
311,호박
311,두부
311,대파
311,표고버섯
310,가지
310,쇠고기
310,청고추
310,홍고추
310,대파
310,참기름
310,간장
310,청주
310,소금
310,설탕
310,깨소금
310,다진마늘
309,바지락
309,다진마늘
309,대파
309,식용유
309,청고추
309,두반장
309,설탕
309,마른고추
308,쇠고기
308,녹말
308,해삼
308,표고버섯
308,죽순
308,부추
308,완두콩
308,대파
308,마늘
308,생강
308,간장
308,굴소스
308,청주
308,후춧가루
308,참기름
308,식용유
308,물
308,새우
307,고등어
307,배추김치
307,물
307,파
307,설탕
307,다진생강
307,진간장
307,고춧가루
307,다진마늘
306,라면
306,떡
306,어묵
306,고춧가루
306,마늘
306,고추장
306,설탕
306,대파
305,아욱
305,쌀뜨물
305,된장
305,후춧가루
305,멸치
305,대파
305,마늘
305,모시조개
304,쌀국수
304,다진파
304,양파
304,새우
304,상추
304,레몬
304,육수
304,간장
304,식초
304,설탕
304,실파
304,다진고추
304,소금
304,후추
304,다진마늘
304,쇠고기
303,깻잎
303,소금
303,된장
302,강력분
302,설탕
302,소금
302,쑥
302,버터
302,계란
302,물
302,이스트
301,밥
301,참기름
301,양파
301,쇠고기
301,느타리버섯
301,팽이버섯
301,목이버섯
301,당근
301,실파
301,햇살담은간장
301,소금
301,후춧가루
301,참기름
301,깨소금
301,간장
301,설탕
301,다진파
301,다진마늘
301,당면
300,다시마
300,맛살
300,당근
300,청고추
300,실파
300,식용유
300,생강즙
300,청주
300,소금
300,후춧가루
300,참기름
300,마늘
299,밥
299,열무김치
299,쇠고기
299,간장
299,설탕
299,다진파
299,열무김치
299,참기름
299,고추장
299,설탕
299,마늘
299,참기름
299,다진마늘
298,베이컨
298,샐러리
298,프랑크소시지
298,게맛살
298,팽이버섯
298,레몬즙
298,흰떡
298,마요네즈
298,머스터드
298,간장
298,피망
297,닭
297,고구마
297,양배추
297,양파
297,흰떡
297,깻잎
297,참기름
297,고춧가루
297,설탕
297,간장
297,깨소금
297,생강즙
297,고추장
296,순대
296,양배추
296,양파
296,깻잎
296,쫄면
296,식용유
296,간장
296,설탕
296,들깻가루
296,다진마늘
296,고춧가루
295,닭
295,파인애플
295,브로콜리
295,당근
295,설탕
295,청주
295,숙주
295,밥
295,청피망
295,계란
295,간장
295,참기름
295,식용유
295,물
294,코다리
294,양파
294,청고추
294,간장
294,설탕
294,물
294,다진마늘
294,참기름
294,후춧가루
294,깨소금
294,다진파
293,감자
293,양파
293,소금
293,크림수프
293,모짜렐라치즈
293,베이컨
292,[멸치장국] 국멸치
292,참기름
292,당근
292,채썬쇠고기
292,계란
292,소면
292,소금
292,후춧가루
292,국간장
292,간장
292,고춧가루
292,다진파
292,참기름
292,깨소금
292,[불고기양념] 간장
292,설탕
292,호박
291,밥
291,소금
291,참기름
291,김칫잎
291,다진파
291,조미료
291,설탕
290,토마토
290,식용유
290,간장
290,설탕
290,조미술
290,후춧가루
290,양파
290,케첩
290,핫소스
290,춘권피
290,쇠고기
290,깻잎
290,무순
290,토마토
289,가래떡
289,다진마늘
289,당근
289,청피망
289,채썬쇠고기
289,간장
289,설탕
289,참기름
289,후춧가루
289,[쇠고기양념] 간장
289,설탕
289,참기름
289,표고버섯
289,후춧가루
289,양파
288,돼지고기
288,모짜렐라치즈
288,청피망
288,밀가루
288,계란
288,빵가루
288,소금
288,생강즙
287,꽁치통조림
287,김치
287,다진마늘
287,다진대파
287,물
287,고춧가루
287,간장
287,설탕
287,참기름
286,밥
286,옥수수통조림
286,피망
286,후춧가루
286,양파
286,당근
286,소금
286,햄
285,오징어
285,후춧가루
285,가래떡
285,피망
285,고추장
285,설탕
285,식초
285,케첩
285,간장
285,고춧가루
285,다진마늘
285,다진파
285,핫소스
285,참기름
285,새우
284,우유
284,생크림
284,소금
284,밀가루
284,브로콜리
284,버터
284,후춧가루
283,양상추
283,오이피클
283,무순
283,체리
283,땅콩버터
283,훈제연어
282,두부
282,계란
282,모시조개
282,새우
282,간장
282,다시물
282,은행
282,조미술
282,소금
282,표고버섯
281,밥
281,다진마늘
281,오이
281,대파
281,도라지
281,고사리
281,당근
281,간장
281,식초
281,고춧가루
281,설탕
281,참기름
281,소금
281,다진파
281,상추
280,풋마늘
280,갑오징어
280,간장
280,다진파
280,다진마늘
280,꼬치
280,깨소금
280,생강즙
280,밀가루
280,물
280,참기름
279,돼지고기
279,표고버섯
279,양파
279,피망
279,청고추
279,대파
279,조미술
279,생강
279,녹말
279,소금
279,굴소스
279,후춧가루
279,마늘
278,밀가루
278,식용유
278,녹말
278,간장
278,다진파
278,다진마늘
278,후춧가루
278,참기름
278,소금
278,육수
278,팽이버섯
278,쑥갓
278,쇠고기
278,배추
278,부추
278,물
277,아스파라거스
277,새우
277,샐러리
277,참기름
277,소금
277,후춧가루
277,미림
276,닭
276,당근
276,완두콩통조림
276,옥수수통조림
276,설탕
276,버터
276,토마토케첩
276,우스터소스
276,식용유
275,해파리
275,참기름
275,쭈꾸미
275,오이
275,당근
275,홍피망
275,계란
275,겨자
275,머스터드
275,마늘
275,식초
275,설탕
275,간장
275,소금
275,새우
274,호박
274,두부
274,새우젓
274,파
274,참기름
274,다진마늘
274,물
274,식용유
274,소금
274,청고추
273,신김치
273,두부
273,돼지고기
273,소금
273,깻잎
273,대파
273,생강
273,청고추
272,후춧가루
272,고춧가루
272,파
272,육수
272,밥
272,닭
272,소금
272,오이
272,김치
272,마늘
272,다진마늘
272,실파
272,콩나물
271,오징어
271,마늘
271,대파
271,고추장
271,고춧가루
271,간장
271,물엿
271,양파즙
271,생강즙
271,다진파
271,다진마늘
271,깨소금
271,후춧가루
271,참기름
270,참나물
270,고추장
270,참기름
270,다진파
270,깨소금
270,다진마늘
269,숙주
269,미나리
269,다진파
269,참기름
269,깨소금
269,실고추
269,다진마늘
268,두릅
268,된장
268,다진파
268,다진마늘
268,설탕
268,참기름
268,실고추
268,소금
268,깨소금
267,달래
267,마늘
267,생강
267,통깨
267,진간장
267,설탕
267,고춧가루
266,달래
266,굴
266,청고추
266,홍고추
266,밀가루
266,실파
266,물
266,간장
266,식초
266,다진마늘
266,깨소금
266,계란
265,깨소금
265,다진마늘
265,다진생강
265,고들빼기
265,실파
265,대추
265,갓
265,고춧가루
265,멸치액젓
265,설탕
265,밤
265,고추
264,밀가루
264,시금치즙
264,당근즙
264,김
264,멸치
264,다시마
264,청정원맛선생
264,호박
264,양파
264,대파
264,다진마늘
264,소금
264,진간장
264,감자
263,불린미역
263,유부
263,두부
263,실파
263,물
263,된장
263,미림
263,다시마
263,멸치
262,참치
262,랩
262,계란노른자
262,파슬리
262,당근
262,김
262,게맛살
262,오이
262,밥
262,맛소금
262,단무지
262,매실장아찌
262,깨소금
262,후춧가루
262,실파
261,밀가루
261,참기름
261,소금
261,조청
261,물
261,청주
261,설탕
261,검은깨
261,생강즙
260,소금
260,땅콩가루
260,식초
260,간장
260,겨자
260,황설탕
260,오이
260,참기름
260,두부
260,쇠고기
260,양배추
260,당근
260,소금
259,가래떡
259,쇠고기
259,신김치
259,양파
259,통깨
259,당근
259,참기름
259,깨소금
259,소금
259,피망
258,콩나물
258,도라지
258,시금치
258,고사리
258,간장
258,다진파
258,물
258,식용유
258,깨소금
258,참기름
258,소금
258,들깻가루
258,다진마늘
257,쌀
257,밤
257,고구마
257,은행
257,대추
257,깨소금
257,참기름
257,간장
257,다시물
257,다진파
257,다진마늘
257,다시물
256,닭다리
256,토마토케첩
256,간장
256,녹말
256,식용유
256,마른고추
256,마늘
256,생강
256,실파
256,굴소스
256,간장
256,식초
256,맛술
256,설탕
256,오이
255,어묵
255,계란
255,멸치
255,다시마
255,무
255,청주
255,물
255,겨자가루
255,소금
255,간장
254,밥
254,피쉬소스
254,쇠고기
254,양파
254,느타리버섯
254,당근
254,멸칫국물
254,간장
254,실파
254,다진마늘
254,녹말
254,깨소금
254,참기름
254,소금
254,후춧가루
254,콩나물
253,오징어
253,참기름
253,녹말
253,밀가루
253,물
253,소금
253,옥수수
253,완두콩
253,당근
253,양파
253,표고버섯
253,육수
253,설탕
253,식초
253,간장
253,조미술
253,계란
252,소면
252,김치
252,오이
252,양배추
252,깻잎
252,사이다
252,상추
252,고추장
252,식초
252,설탕
252,청고추
251,바게트
251,모짜렐라치즈
251,신김치
251,베이컨
251,당근
251,식용유
251,양송이
251,파슬리가루
251,소금
251,후춧가루
251,피망
250,간장
250,다진파
250,고춧가루
250,다진마늘
250,깨소금
250,참기름
250,유부
250,후춧가루
250,쇠고기
250,콩나물
250,미나리
250,당근
250,밥
249,잔멸치
249,다진마늘
249,된장
249,맛술
249,밥
249,설탕
249,식용유
249,상추
249,깨소금
249,간장
248,쇠고기
248,참기름
248,표고버섯
248,무
248,팽이버섯
248,미나리
248,대파
248,홍고추
248,양파
248,물
248,소금
248,다진파
248,간장
248,다진마늘
248,설탕
248,깨소금
248,낙지
247,팥
247,설탕
247,대추
247,인절미
247,소금
247,물
246,찬밥
246,참치
246,양파
246,당근
246,실파
246,후춧가루
246,계란
246,밀가루
246,식용유
246,소금
246,청고추
245,사골
245,쇠고기
245,우거지
245,고춧가루
245,홍고추
245,된장
245,다진마늘
245,대파
244,석이버섯
244,통깨
244,생굴
244,낙지
244,액체육젓
244,소금
244,설탕
244,배추
244,무
244,미나리
244,갓
244,실파
244,배
244,마늘
244,생강
244,밤
244,은행
244,고춧가루
243,배추
243,물
243,갓
243,미나리
243,실파
243,배
243,고추가루
243,액체육젓
243,마늘
243,생강
243,설탕
243,소금
243,통깨
243,[절임용 소금물] 소금
243,밤
242,돼지고기
242,식초
242,고춧가루
242,간장
242,맛술
242,생강즙
242,설탕
242,다진마늘
242,다진파
242,깨소금
242,후춧가루
242,참기름
242,된장
242,고추장
242,다진마늘
242,다진파
242,고추장
241,가래떡
241,양파
241,대파
241,피망
241,비엔나소시지
241,고추장
241,간장
241,물
241,설탕
241,물엿
240,다진파
240,맛술
240,후춧가루
240,참기름
240,깨소금
240,식용유
240,감자
240,당근
240,무
240,고춧가루
240,고추장
240,갈비
240,양파
240,생강즙
240,홍고추
240,간장
240,설탕
240,다진마늘
239,홍합
239,대파
239,홍고추
239,물
239,다진마늘
239,소금
239,실파
238,김치
238,참기름
238,다진쇠고기
238,오이
238,당근
238,단무지
238,미나리
238,새우
238,청주
238,간장
238,설탕
238,다진마늘
238,다진파
238,후춧가루
238,밥
237,두부
237,참기름
237,느타리버섯
237,표고버섯
237,팽이버섯
237,김치
237,양파
237,청고추
237,대파
237,고춧가루
237,간장
237,다진양파
237,다진파
237,다진마늘
237,물
237,깨소금
237,후춧가루
237,돼지고기
236,두부
236,굴
236,양송이버섯
236,마늘
236,새우젓
236,청고추
236,홍고추
236,소금
236,실파
235,멸치다시물
235,대파
235,후춧가루
235,진간장
235,고춧가루
235,다진마늘
235,양파즙
235,무즙
235,생태
235,바지락
235,무
235,호박
235,두부
235,팽이버섯
235,미나리
235,청고추
235,홍고추
235,소금
234,식용유
234,마른고추
234,파
234,고춧가루
234,다진마늘
234,생강
233,닭
233,콘플레이크
233,카레가루
233,계란
233,소금
233,후춧가루
233,올리브오일
233,다진마늘
233,다진양파
233,토마토케첩
233,간장
233,식초
233,고춧가루
232,가지
232,고춧가루
232,밀가루
232,다진파
232,다진마늘
232,소금
232,후춧가루
232,참기름
232,물
232,멸치
232,양파
232,청고추
232,홍고추
232,된장
232,돼지고기
231,홍차티백
231,물
231,계란
231,양파
231,물엿
231,간장
231,소금
231,설탕
231,마늘
230,두부
230,치즈
230,방울토마토
230,식용유
230,치커리
230,마요네즈
230,소금
230,토마토케첩
229,소금
229,후춧가루
229,두부
229,다진쇠고기
229,파슬리
228,밥
228,다진마늘
228,오징어
228,양파
228,당근
228,실파
228,계란
228,밀가루
228,소금
228,후춧가루
228,깨소금
228,참기름
228,간장
228,식초
228,다진파
228,새우
227,만두피
227,후춧가루
227,두부
227,숙주
227,김치
227,양파
227,미나리
227,느타리버섯
227,표고버섯
227,대파
227,육수
227,고춧가루
227,진간장
227,다진파
227,다진마늘
227,생강
227,돼기고기
226,참치
226,물
226,광어
226,피조개
226,갑오징어
226,계란
226,청어알
226,연어알
226,무순
226,전복
226,김
226,생강
226,초밥
226,와사비
226,새우
225,코다리
225,실파
225,고추장
225,간장
225,후춧가루
225,다진파
225,다진마늘
225,다진생강
225,참기름
225,설탕
224,소금
224,참기름
224,홍고추
224,표고버섯
224,돼지고기
224,부추
224,양파
224,당근
224,배춧잎
224,간장
224,양파즙
224,다진파
224,다진마늘
224,생강즙
224,후춧가루
224,깨소금
224,청고추
223,밥
223,참기름
223,오징어
223,조개살
223,홍합
223,양파
223,당근
223,호박
223,대파
223,목이버섯
223,고추가루
223,간장
223,다진마늘
223,생강
223,소금
223,후춧가루
223,돼기고기
222,오징어
222,고추장
222,깨소금
222,설탕
222,식초
221,오곡곡물
221,상추
221,깻잎
221,치커리
221,참기름
221,된장
221,깨소금
221,양파
221,청고추
221,홍고추
221,대파
221,마늘
221,멸치
221,고추장
220,청고추
220,양파
220,멸치
220,다시마
220,다진마늘
220,밀가루
220,계란
220,식용유
220,물
220,소금
220,간장
220,다진파
220,깨소금
220,고춧가루
220,참기름
220,김치
220,감자
220,대파
219,감자
219,밀가루
219,계란노른자
219,사우어크라우트
219,소금
219,버터
219,넛맥
219,양파
219,베이컨
219,파슬리
219,후춧가루
218,사골
218,쇠고기
218,물
218,무
218,대파
218,다진마늘
218,생강
218,후춧가루
218,소금
218,진간장
218,다진파
218,마늘
217,포도
217,딸기
217,사과
217,설탕
216,계란
216,두부
216,청피망
216,당근
216,후춧가루
216,홍피망
216,소금
216,토마토케첩
216,우유
215,갑오징어
215,피망
215,고추장
215,설탕
215,참기름
215,다진파
215,생강즙
215,꼬치
215,깨소금
215,다진마늘
214,쇠고기
214,가래떡
214,꽃상추
214,피망
214,간장
214,참기름
214,다진파
214,다진마늘
214,후춧가루
214,깨소금
214,설탕
213,후춧가루
213,토마토케첩
213,맛술
213,고추장
213,돼지고기
213,마늘
213,모짜렐라치즈
213,양파
213,표고버섯
213,피망
213,올리브오일
213,소금
212,밀가루
212,육수
212,소금
212,물
212,간장
212,고춧가루
212,깨소금
212,참기름
212,다진홍고추
212,다진풋고추
212,다진마늘
212,다진파
212,후춧가루
212,감자
212,호박
212,소금
212,녹차분말
211,닭
211,계란
211,대파
211,홍고추
211,간장
211,참기름
211,꼬치
211,생강즙
211,청주
211,다시물
211,설탕
210,우유
210,식초
210,간장
210,다진양파
210,참기름
210,다진홍고추
210,다진청고추
209,돼지고기
209,깻잎
209,소금
209,식용유
209,밀가루
209,계란
209,후춧가루
209,생강즙
208,닭
208,대파
208,마늘
208,생강
208,물
208,도라지
208,참기름
208,미나리
208,밀가루
208,계란
208,쇠고기
208,소금
208,말린표고버섯
207,양상추
207,물
207,부추
207,고구마
207,찹쌀가루
207,밀가루
207,얼음물
207,계란
207,다진마늘
207,설탕
207,간장
207,참기름
207,후춧가루
207,식용유
207,고추장
207,토마토케첩
207,물엿
207,말린표고버섯
206,게
206,고춧가루
206,오징어
206,모시조개
206,양파
206,풋고추
206,홍고추
206,미나리
206,쑥갓
206,무
206,다진마늘
206,대파
206,생강즙
206,소금
206,대하
205,스파게티
205,설탕
205,양송이버섯
205,소금
205,식용유
205,흰후춧가루
205,고추장
205,양파
205,호두
205,물
205,토마토케첩
205,식용유
205,다진마늘
205,김치
205,호박
204,양
204,곱창
204,고사리
204,대파
204,소금
204,물
204,쇠고기
204,고춧가루
204,진간장
204,다진마늘
204,참기름
204,깨소금
204,후춧가루
204,고추장
203,마늘
203,무
203,물
203,홍고추
203,소금
203,명란
203,두부
203,생강즙
203,대파
203,진간장
202,쇠고기
202,무
202,물
202,대파
202,마늘
202,실파
202,소금
202,진간장
202,다진파
202,다진마늘
202,참기름
202,후춧가루
202,국간장
201,생선살
201,새우살
201,김치
201,풋고추
201,홍고추
201,식용유
201,밀가루
201,녹말
201,소금
201,후춧가루
201,깻잎
201,계란
200,청고추
200,물
200,간장
200,설탕
200,소금
200,생강
199,불린쌀
199,잣
199,소금
199,대추
199,물
198,통후추
198,생새우
198,콘프레이크
198,계란흰자
198,생크림
198,당근
198,호박
198,죽순
